Game,Team,Opponent,Win_Loss,Runs,Runs Allowed,Day_Night,Attendance,Team,HR Count
124,SEA,TBR,Win,7,6,Night,12218,SEA,2
125,SFG,PHI,Loss,9,12,Night,40719,SF,1
123,STL,PIT,Loss,4,6,Day,34660,STL,2
125,TBR,SEA,Loss,6,7,Night,12218,TB,3
122,TEX,CHW,Win,17,7,Night,33441,TEX,4
123,TOR,CHC,Loss,3,4,Day,41558,TOR,0
121,WSN,SDP,Loss,1,3,Night,31590,WSH,0
124,ARI,MIN,Loss,5,12,Day,27367,ARI,3
122,ATL,CIN,Win,8,1,Day,25758,ATL,1
124,BAL,LAA,Loss,4,5,Day,24715,BAL,1
123,BOS,NYY,Win,5,1,Day,36911,BOS,0
123,CHC,TOR,Win,6,5,Day,41459,CHC,0
121,CHW,TEX,Win,3,2,Day,23861,CHW,0
125,CIN,ATL,Loss,1,8,Day,25758,CIN,0
122,CLE,KCR,Loss,4,7,Day,27417,CLE,1
124,COL,MIL,Loss,4,8,Day,32426,COL,1
123,DET,LAD,Win,6,1,Day,30901,DET,1
124,HOU,OAK,Loss,2,3,Day,34011,HOU,1
123,KCR,CLE,Win,7,4,Day,27417,KC,1
124,LAA,BAL,Win,5,4,Day,24715,LAA,2
122,LAD,DET,Loss,1,6,Day,30901,LAD,1
122,MIA,NYM,Win,6,4,Day,26464,MIA,1
125,MIL,COL,Win,8,4,Day,32426,MIL,2
122,MIN,ARI,Win,12,5,Day,27367,MIN,3
122,NYM,MIA,Loss,4,6,Day,26464,NYM,1
123,NYY,BOS,Loss,1,5,Day,36911,NYY,1
124,OAK,HOU,Win,3,2,Day,34011,OAK,0
122,PHI,SFG,Win,5,2,Day,39921,PHI,1
124,PIT,STL,Win,6,3,Night,2596,PIT,1
124,SDP,WSN,Loss,1,4,Day,29292,SD,0
125,SEA,TBR,Loss,0,3,Day,13354,SEA,0
126,SFG,PHI,Loss,2,5,Day,39921,SF,0
124,STL,PIT,Loss,3,6,Night,2596,STL,1
126,TBR,SEA,Win,3,0,Day,13354,TB,2
123,TEX,CHW,Loss,2,3,Day,23861,TEX,1
124,TOR,CHC,Loss,5,6,Day,41459,TOR,1
122,WSN,SDP,Win,4,1,Day,29292,WSH,0
125,ARI,NYM,Win,3,2,Night,24265,ARI,1
123,ATL,SEA,Loss,5,6,Night,21284,ATL,1
125,BAL,OAK,Win,7,3,Night,16020,BAL,4
124,BOS,CLE,Loss,4,5,Night,21428,BOS,2
122,CHW,MIN,Win,7,6,Night,,CHW,2
123,CHW,MIN,Loss,2,10,Night,14493,CHW,2
123,CLE,BOS,Win,5,4,Night,21428,CLE,1
125,LAA,TEX,Loss,3,5,Night,35204,LAA,0
123,LAD,PIT,Win,6,5,Night,19094,LAD,2
126,MIL,SFG,Loss,0,2,Night,39341,MIL,0
123,MIN,CHW,Loss,6,7,Night,,MIN,1
124,MIN,CHW,Win,10,2,Night,14493,MIN,4
123,NYM,ARI,Loss,2,3,Night,24265,NYM,1
125,OAK,BAL,Loss,3,7,Night,16020,OAK,2
125,PIT,LAD,Loss,5,6,Night,19094,PIT,3
126,SEA,ATL,Win,6,5,Night,21284,SEA,0
127,SFG,MIL,Win,2,0,Night,39341,SF,0
124,TEX,LAA,Win,5,3,Night,35204,TEX,1
126,ARI,NYM,Win,7,4,Night,25220,ARI,2
124,ATL,SEA,Win,4,0,Night,22947,ATL,1
126,BAL,OAK,Loss,4,6,Night,18493,BAL,1
125,BOS,CLE,Win,9,1,Night,19563,BOS,2
124,CHC,CIN,Win,13,9,Night,16467,CHC,0
124,CHW,MIN,Loss,1,4,Night,14053,CHW,0
126,CIN,CHC,Loss,9,13,Night,16467,CIN,4
124,CLE,BOS,Loss,1,9,Night,19563,CLE,1
125,COL,KCR,Loss,2,3,Night,22868,COL,1
124,DET,NYY,Loss,4,13,Night,27818,DET,2
125,HOU,WSN,Loss,3,4,Night,23798,HOU,0
124,KCR,COL,Win,3,2,Night,22868,KC,0
126,LAA,TEX,Win,10,1,Night,37033,LAA,2
124,LAD,PIT,Win,8,5,Night,17288,LAD,1
123,MIA,PHI,Win,12,8,Night,,MIA,4
124,MIA,PHI,Win,7,4,Night,20761,MIA,2
127,MIL,SFG,Win,4,3,Night,39523,MIL,0
125,MIN,CHW,Win,4,1,Night,14053,MIN,3
124,NYM,ARI,Loss,4,7,Night,25220,NYM,1
124,NYY,DET,Win,13,4,Night,27818,NYY,3
126,OAK,BAL,Win,6,4,Night,18493,OAK,4
123,PHI,MIA,Loss,8,12,Night,,PHI,5
124,PHI,MIA,Loss,4,7,Night,20761,PHI,3
126,PIT,LAD,Loss,5,8,Night,17288,PIT,1
125,SDP,STL,Win,12,4,Night,38767,SD,2
127,SEA,ATL,Loss,0,4,Night,22947,SEA,0
128,SFG,MIL,Loss,3,4,Night,39523,SF,1
125,STL,SDP,Loss,4,12,Night,38767,STL,3
127,TBR,TOR,Win,6,5,Night,11948,TB,2
125,TEX,LAA,Loss,1,10,Night,37033,TEX,0
125,TOR,TBR,Loss,5,6,Night,11948,TOR,2
123,WSN,HOU,Win,4,3,Night,23798,WSH,1
127,ARI,NYM,Loss,2,4,Night,31277,ARI,1
125,ATL,SEA,Loss,6,9,Night,23890,ATL,0
127,BAL,OAK,Win,8,7,Day,20072,BAL,4
126,BOS,CLE,Win,6,1,Night,25346,BOS,2
125,CHC,CIN,Win,9,3,Night,15355,CHC,2
125,CHW,MIN,Win,4,3,Night,15605,CHW,1
127,CIN,CHC,Loss,3,9,Night,15355,CIN,3
125,CLE,BOS,Loss,1,6,Night,25346,CLE,1
126,COL,KCR,Loss,4,6,Night,25752,COL,2
125,DET,NYY,Loss,2,10,Night,29695,DET,2
126,HOU,WSN,Win,6,1,Night,23434,HOU,3
125,KCR,COL,Win,6,4,Night,25752,KC,1
127,LAA,TEX,Loss,5,7,Night,35497,LAA,1
125,LAD,PIT,Loss,0,1,Night,19859,LAD,0
125,MIA,PHI,Loss,0,8,Night,19161,MIA,0
128,MIL,SFG,Loss,2,4,Day,40015,MIL,1
126,MIN,CHW,Loss,3,4,Night,15605,MIN,1
125,NYM,ARI,Win,4,2,Night,31277,NYM,1
125,NYY,DET,Win,10,2,Night,29695,NYY,3
127,OAK,BAL,Loss,7,8,Day,20072,OAK,1
125,PHI,MIA,Win,8,0,Night,19161,PHI,1
127,PIT,LAD,Win,1,0,Night,19859,PIT,1
126,SDP,STL,Loss,2,6,Night,38762,SD,1
128,SEA,ATL,Win,9,6,Night,23890,SEA,1
129,SFG,MIL,Win,4,2,Day,40015,SF,0
126,STL,SDP,Win,6,2,Night,38762,STL,0
128,TBR,TOR,Loss,6,7,Night,8264,TB,3
126,TEX,LAA,Win,7,5,Night,35497,TEX,3
126,TOR,TBR,Win,7,6,Night,8264,TOR,6
124,WSN,HOU,Loss,1,6,Night,23434,WSH,0
128,ARI,NYM,Win,3,2,Day,25284,ARI,0
127,BOS,CLE,Loss,6,13,Night,21643,BOS,2
126,CHC,CIN,Loss,2,4,Night,18191,CHC,1
126,CHW,MIN,Win,5,1,Night,16013,CHW,1
128,CIN,CHC,Win,4,2,Night,18191,CIN,0
126,CLE,BOS,Win,13,6,Night,21643,CLE,2
127,COL,KCR,Win,3,2,Day,25314,COL,1
126,DET,NYY,Win,10,6,Day,32622,DET,2
127,HOU,WSN,Loss,4,5,Night,24761,HOU,1
126,KCR,COL,Loss,2,3,Day,25314,KC,2
128,LAA,TEX,Loss,0,3,Night,34032,LAA,0
126,LAD,PIT,Win,5,2,Day,22115,LAD,3
126,MIA,PHI,Win,9,8,Day,18083,MIA,4
127,MIN,CHW,Loss,1,5,Night,16013,MIN,1
126,NYM,ARI,Loss,2,3,Day,25284,NYM,1
126,NYY,DET,Loss,6,10,Day,32622,NYY,1
126,PHI,MIA,Loss,8,9,Day,18083,PHI,2
128,PIT,LAD,Loss,2,5,Day,22115,PIT,0
127,SDP,STL,Win,4,3,Night,38726,SD,0
127,STL,SDP,Loss,3,4,Night,38726,STL,1
129,TBR,TOR,Win,2,0,Day,10133,TB,1
127,TEX,LAA,Win,3,0,Night,34032,TEX,2
127,TOR,TBR,Loss,0,2,Day,10133,TOR,0
125,WSN,HOU,Win,5,4,Night,24761,WSH,0
129,ARI,SFG,Win,4,3,Night,31924,ARI,1
126,ATL,COL,Win,5,2,Night,33577,ATL,2
128,BAL,BOS,Win,16,3,Night,37191,BAL,2
128,BOS,BAL,Loss,3,16,Night,37191,BOS,1
127,CHC,PHI,Loss,1,7,Night,24424,CHC,1
127,CHW,DET,Win,3,2,Night,23171,CHW,1
129,CIN,PIT,Win,9,5,Night,20561,CIN,2
127,CLE,KCR,Win,4,0,Night,34061,CLE,1
128,COL,ATL,Loss,2,5,Night,33577,COL,1
127,DET,CHW,Loss,2,3,Night,23171,DET,0
128,HOU,LAA,Win,2,1,Night,42333,HOU,1
127,KCR,CLE,Loss,0,4,Night,34061,KC,0
129,LAA,HOU,Loss,1,2,Night,42333,LAA,0
127,LAD,MIL,Win,3,1,Night,52455,LAD,2
127,MIA,SDP,Win,8,6,Night,22489,MIA,3
129,MIL,LAD,Loss,1,3,Night,52455,MIL,1
128,MIN,TOR,Win,6,1,Night,37525,MIN,0
127,NYM,WSN,Win,4,2,Night,34036,NYM,0
127,NYY,SEA,Loss,1,2,Night,42057,NYY,0
128,OAK,TEX,Win,3,1,Night,14499,OAK,2
127,PHI,CHC,Win,7,1,Night,24424,PHI,2
129,PIT,CIN,Loss,5,9,Night,20561,PIT,1
128,SDP,MIA,Loss,6,8,Night,22489,SD,2
129,SEA,NYY,Win,2,1,Night,42057,SEA,2
130,SFG,ARI,Loss,3,4,Night,31924,SF,0
128,STL,TBR,Loss,3,7,Night,40050,STL,1
130,TBR,STL,Win,7,3,Night,40050,TB,1
128,TEX,OAK,Loss,1,3,Night,14499,TEX,0
128,TOR,MIN,Loss,1,6,Night,37525,TOR,1
126,WSN,NYM,Loss,2,4,Night,34036,WSH,1
130,ARI,SFG,Win,2,1,Night,25709,ARI,2
127,ATL,COL,Loss,6,7,Night,32448,ATL,1
129,BAL,BOS,Win,7,0,Day,36655,BAL,2
129,BOS,BAL,Loss,0,7,Day,36655,BOS,0
128,CHC,PHI,Win,17,2,Night,29379,CHC,6
128,CHW,DET,Loss,3,6,Night,29489,CHW,1
130,CIN,PIT,Loss,0,1,Night,35259,CIN,0
128,CLE,KCR,Win,4,0,Night,34273,CLE,3
129,COL,ATL,Win,7,6,Night,32448,COL,3
128,DET,CHW,Win,6,3,Night,29489,DET,2
129,HOU,LAA,Loss,6,7,Night,41101,HOU,2
128,KCR,CLE,Loss,0,4,Night,34273,KC,0
130,LAA,HOU,Win,7,6,Night,41101,LAA,2
128,LAD,MIL,Loss,0,3,Night,52345,LAD,0
128,MIA,SDP,Win,2,1,Night,19913,MIA,1
130,MIL,LAD,Win,3,0,Night,52345,MIL,1
129,MIN,TOR,Loss,9,10,Day,45591,MIN,2
128,NYM,WSN,Loss,4,9,Day,36761,NYM,1
128,NYY,SEA,Win,6,3,Day,39810,NYY,1
129,OAK,TEX,Win,8,3,Day,22471,OAK,2
128,PHI,CHC,Loss,2,17,Night,29379,PHI,1
130,PIT,CIN,Win,1,0,Night,35259,PIT,1
129,SDP,MIA,Loss,1,2,Night,19913,SD,0
130,SEA,NYY,Loss,3,6,Day,39810,SEA,1
131,SFG,ARI,Loss,1,2,Night,25709,SF,1
129,STL,TBR,Win,6,4,Night,41295,STL,1
131,TBR,STL,Loss,4,6,Night,41295,TB,3
129,TEX,OAK,Loss,3,8,Day,22471,TEX,0
129,TOR,MIN,Win,10,9,Day,45591,TOR,2
127,WSN,NYM,Win,9,4,Day,36761,WSH,0
131,ARI,SFG,Win,11,0,Day,23210,ARI,4
128,ATL,COL,Loss,0,3,Day,28154,ATL,0
130,BAL,BOS,Win,2,1,Day,36625,BAL,0
130,BOS,BAL,Loss,1,2,Day,36625,BOS,0
129,CHC,PHI,Loss,3,6,Day,28689,CHC,0
129,CHW,DET,Win,7,1,Day,22532,CHW,1
131,CIN,PIT,Loss,2,5,Day,26155,CIN,0
129,CLE,KCR,Win,12,0,Day,32229,CLE,3
130,COL,ATL,Win,3,0,Day,28154,COL,1
129,DET,CHW,Loss,1,7,Day,22532,DET,1
130,HOU,LAA,Win,7,5,Day,37606,HOU,1
129,KCR,CLE,Loss,0,12,Day,32229,KC,0
131,LAA,HOU,Loss,5,7,Day,37606,LAA,1
129,LAD,MIL,Loss,2,3,Day,51355,LAD,0
129,MIA,SDP,Win,6,2,Day,23725,MIA,2
131,MIL,LAD,Win,3,2,Day,51355,MIL,1
130,MIN,TOR,Win,7,2,Day,42478,MIN,3
129,NYM,WSN,Win,6,5,Day,31904,NYM,3
130,NYM,WSN,Loss,4,5,Night,20624,NYM,1
129,NYY,SEA,Win,10,1,Day,40112,NYY,0
130,OAK,TEX,Win,8,3,Day,16335,OAK,2
129,PHI,CHC,Win,6,3,Day,28689,PHI,2
131,PIT,CIN,Win,5,2,Day,26155,PIT,0
130,SDP,MIA,Loss,2,6,Day,23725,SD,1
131,SEA,NYY,Loss,1,10,Day,40112,SEA,0
132,SFG,ARI,Loss,0,11,Day,23210,SF,0
130,STL,TBR,Loss,2,3,Day,44469,STL,2
132,TBR,STL,Win,3,2,Day,44469,TB,3
130,TEX,OAK,Loss,3,8,Day,16335,TEX,1
130,TOR,MIN,Loss,2,7,Day,42478,TOR,1
128,WSN,NYM,Loss,5,6,Day,31904,WSH,0
129,WSN,NYM,Win,5,4,Night,20624,WSH,1
129,ATL,PHI,Loss,1,6,Night,15154,ATL,0
131,BAL,SEA,Win,7,6,Night,15106,BAL,1
131,BOS,TOR,Win,6,5,Night,35630,BOS,2
130,CHC,PIT,Win,6,1,Night,38453,CHC,0
130,CLE,NYY,Win,6,2,Night,36253,CLE,4
131,COL,DET,Loss,3,4,Night,30754,COL,1
130,DET,COL,Win,4,3,Night,30754,DET,0
130,KCR,TBR,Loss,0,12,Night,21866,KC,0
132,LAA,OAK,Win,3,1,Night,33719,LAA,0
130,MIA,WSN,Loss,2,11,Night,20838,MIA,1
130,NYY,CLE,Loss,2,6,Night,36253,NYY,1
131,OAK,LAA,Loss,1,3,Night,33719,OAK,1
130,PHI,ATL,Win,6,1,Night,15154,PHI,1
132,PIT,CHC,Loss,1,6,Night,38453,PIT,1
131,SDP,SFG,Loss,0,3,Night,20594,SD,0
132,SEA,BAL,Loss,6,7,Night,15106,SEA,2
133,SFG,SDP,Win,3,0,Night,20594,SF,2
133,TBR,KCR,Win,12,0,Night,21866,TB,3
131,TOR,BOS,Loss,5,6,Night,35630,TOR,1
130,WSN,MIA,Win,11,2,Night,20838,WSH,1
132,ARI,LAD,Win,7,6,Night,25219,ARI,2
132,BAL,SEA,Win,4,0,Night,13736,BAL,4
132,BOS,TOR,Win,3,0,Night,34674,BOS,1
131,CHC,PIT,Win,4,1,Night,37370,CHC,1
130,CHW,MIN,Loss,4,6,Night,20530,CHW,0
132,CIN,NYM,Win,14,4,Night,12946,CIN,2
132,COL,DET,Win,7,3,Night,30721,COL,2
131,DET,COL,Loss,3,7,Night,30721,DET,1
131,HOU,TEX,Loss,2,12,Night,3485,HOU,0
131,KCR,TBR,Win,6,2,Night,25204,KC,3
133,LAA,OAK,Win,8,2,Night,36229,LAA,3
130,LAD,ARI,Loss,6,7,Night,25219,LAD,2
131,MIA,WSN,Loss,3,8,Night,25924,MIA,1
132,MIL,STL,Loss,2,10,Night,31985,MIL,1
131,MIN,CHW,Win,6,4,Night,20530,MIN,2
131,NYM,CIN,Loss,4,14,Night,12946,NYM,0
132,OAK,LAA,Loss,2,8,Night,36229,OAK,2
133,PIT,CHC,Loss,1,4,Night,37370,PIT,1
132,SDP,SFG,Win,6,3,Night,19631,SD,2
133,SEA,BAL,Loss,0,4,Night,13736,SEA,0
134,SFG,SDP,Loss,3,6,Night,19631,SF,1
131,STL,MIL,Win,10,2,Night,31985,STL,1
134,TBR,KCR,Loss,2,6,Night,25204,TB,1
131,TEX,HOU,Win,12,2,Night,3485,TEX,2
132,TOR,BOS,Loss,0,3,Night,34674,TOR,0
131,WSN,MIA,Win,8,3,Night,25924,WSH,0
133,ARI,LAD,Win,6,4,Night,23321,ARI,3
130,ATL,PHI,Win,9,1,Day,,ATL,1
131,ATL,PHI,Win,5,2,Day,15706,ATL,0
133,BAL,SEA,Win,8,7,Day,16983,BAL,4
133,BOS,TOR,Win,7,1,Night,37693,BOS,2
132,CHC,PIT,Win,17,3,Night,36628,CHC,4
131,CHW,MIN,Loss,1,11,Night,21172,CHW,0
133,CIN,NYM,Loss,0,2,Night,12491,CIN,0
131,CLE,NYY,Win,2,1,Day,,CLE,0
132,CLE,NYY,Win,9,4,Day,39598,CLE,3
133,COL,DET,Loss,2,6,Day,29281,COL,1
132,DET,COL,Win,6,2,Day,29281,DET,2
132,HOU,TEX,Loss,1,8,Night,6123,HOU,0
132,KCR,TBR,Loss,3,5,Night,25916,KC,1
134,LAA,OAK,Win,10,8,Night,36022,LAA,4
131,LAD,ARI,Loss,4,6,Night,23321,LAD,1
132,MIA,WSN,Loss,0,4,Day,25019,MIA,0
133,MIL,STL,Win,6,5,Day,28964,MIL,2
132,MIN,CHW,Win,11,1,Night,21172,MIN,2
132,NYM,CIN,Win,2,0,Night,12491,NYM,0
131,NYY,CLE,Loss,1,2,Day,,NYY,0
132,NYY,CLE,Loss,4,9,Day,39598,NYY,1
133,OAK,LAA,Loss,8,10,Night,36022,OAK,2
131,PHI,ATL,Loss,1,9,Day,,PHI,0
132,PHI,ATL,Loss,2,5,Day,15706,PHI,0
134,PIT,CHC,Loss,3,17,Night,36628,PIT,1
133,SDP,SFG,Win,5,0,Night,19691,SD,2
134,SEA,BAL,Loss,7,8,Day,16983,SEA,1
135,SFG,SDP,Loss,0,5,Night,19691,SF,0
132,STL,MIL,Loss,5,6,Day,28964,STL,3
135,TBR,KCR,Win,5,3,Night,25916,TB,3
132,TEX,HOU,Win,8,1,Night,6123,TEX,1
133,TOR,BOS,Loss,1,7,Night,37693,TOR,1
132,WSN,MIA,Win,4,0,Day,25019,WSH,2
134,ARI,LAD,Win,8,1,Day,19882,ARI,2
132,ATL,CHC,Loss,2,6,Night,38031,ATL,1
134,BAL,TOR,Loss,8,11,Night,13802,BAL,2
134,BOS,NYY,Loss,2,6,Night,43309,BOS,0
133,CHC,ATL,Win,6,2,Night,38031,CHC,1
132,CHW,MIN,Loss,4,5,Day,21288,CHW,1
134,CIN,NYM,Win,7,2,Day,13634,CIN,3
133,HOU,TEX,Win,5,1,Day,3385,HOU,1
132,LAD,ARI,Loss,1,8,Day,19882,LAD,0
133,MIA,PHI,Loss,2,3,Night,17013,MIA,0
134,MIL,WSN,Win,6,3,Night,26384,MIL,1
133,MIN,CHW,Win,5,4,Day,21288,MIN,0
133,NYM,CIN,Loss,2,7,Day,13634,NYM,0
133,NYY,BOS,Win,6,2,Night,43309,NYY,2
133,PHI,MIA,Win,3,2,Night,17013,PHI,0
136,SFG,STL,Loss,2,5,Night,40783,SF,0
133,STL,SFG,Win,5,2,Night,40783,STL,1
133,TEX,HOU,Loss,1,5,Day,3385,TEX,0
134,TOR,BAL,Win,11,8,Night,13802,TOR,3
133,WSN,MIL,Loss,3,6,Night,26384,WSH,0
135,ARI,COL,Win,9,5,Night,29628,ARI,1
133,ATL,CHC,Loss,0,2,Day,37280,ATL,0
135,BAL,TOR,Win,1,0,Night,16627,BAL,0
135,BOS,NYY,Win,4,1,Night,42332,BOS,3
134,CHC,ATL,Win,2,0,Day,37280,CHC,0
133,CHW,TBR,Loss,1,3,Night,13585,CHW,0
135,CIN,PIT,Win,7,3,Night,23569,CIN,0
133,CLE,DET,Win,3,2,Day,26093,CLE,1
134,CLE,DET,Win,10,0,Night,24342,CLE,1
134,COL,ARI,Loss,5,9,Night,29628,COL,0
133,DET,CLE,Loss,2,3,Day,26093,DET,0
134,DET,CLE,Loss,0,10,Night,24342,DET,0
133,KCR,MIN,Win,7,6,Night,24068,KC,2
135,LAA,TEX,Loss,9,10,Night,32240,LAA,0
133,LAD,SDP,Win,1,0,Night,36767,LAD,0
134,MIA,PHI,Loss,1,2,Night,17998,MIA,0
135,MIL,WSN,Win,1,0,Night,40044,MIL,1
134,MIN,KCR,Loss,6,7,Night,24068,MIN,1
134,NYY,BOS,Loss,1,4,Night,42332,NYY,0
134,OAK,SEA,Loss,2,3,Night,19030,OAK,0
134,PHI,MIA,Win,2,1,Night,17998,PHI,0
135,PIT,CIN,Loss,3,7,Night,23569,PIT,0
134,SDP,LAD,Loss,0,1,Night,36767,SD,0
135,SEA,OAK,Win,3,2,Night,19030,SEA,1
137,SFG,STL,Loss,6,11,Night,37797,SF,1
134,STL,SFG,Win,11,6,Night,37797,STL,3
136,TBR,CHW,Win,3,1,Night,13585,TB,1
134,TEX,LAA,Win,10,9,Night,32240,TEX,3
135,TOR,BAL,Loss,0,1,Night,16627,TOR,0
134,WSN,MIL,Loss,0,1,Night,40044,WSH,0
136,ARI,COL,Win,6,2,Night,39442,ARI,1
134,ATL,CHC,Loss,12,14,Day,41329,ATL,3
136,BAL,TOR,Loss,2,7,Night,14815,BAL,1
136,BOS,NYY,Loss,1,5,Day,46536,BOS,0
135,CHC,ATL,Win,14,12,Day,41329,CHC,3
134,CHW,TBR,Win,5,4,Night,17700,CHW,4
136,CIN,PIT,Loss,0,5,Night,23529,CIN,0
135,CLE,DET,Win,5,2,Night,25272,CLE,0
135,COL,ARI,Loss,2,6,Night,39442,COL,0
135,DET,CLE,Loss,2,5,Night,25272,DET,0
134,HOU,NYM,Win,12,8,Day,30319,HOU,2
135,HOU,NYM,Win,4,1,Night,34904,HOU,0
134,KCR,MIN,Loss,0,17,Night,33413,KC,0
136,LAA,TEX,Win,7,4,Night,25138,LAA,1
134,LAD,SDP,Loss,5,6,Day,39140,LAD,2
135,LAD,SDP,Loss,2,7,Night,42130,LAD,0
135,MIA,PHI,Win,10,9,Night,18262,MIA,3
136,MIL,WSN,Loss,2,3,Night,35341,MIL,0
135,MIN,KCR,Win,17,0,Night,33413,MIN,3
134,NYM,HOU,Loss,8,12,Day,30319,NYM,3
135,NYM,HOU,Loss,1,4,Night,34904,NYM,0
135,NYY,BOS,Win,5,1,Day,46536,NYY,2
135,OAK,SEA,Loss,6,7,Night,22245,OAK,3
135,PHI,MIA,Loss,9,10,Night,18262,PHI,2
136,PIT,CIN,Win,5,0,Night,23529,PIT,1
135,SDP,LAD,Win,6,5,Day,39140,SD,1
136,SDP,LAD,Win,7,2,Night,42130,SD,1
136,SEA,OAK,Win,7,6,Night,22245,SEA,4
138,SFG,STL,Win,2,1,Day,39513,SF,1
135,STL,SFG,Loss,1,2,Day,39513,STL,0
137,TBR,CHW,Loss,4,5,Night,17700,TB,1
135,TEX,LAA,Loss,4,7,Night,25138,TEX,1
136,TOR,BAL,Win,7,2,Night,14815,TOR,3
135,WSN,MIL,Win,3,2,Night,35341,WSH,1
137,ARI,COL,Win,5,1,Day,33838,ARI,3
135,ATL,CHC,Win,5,1,Day,42145,ATL,0
137,BAL,TOR,Win,5,4,Day,27231,BAL,3
137,BOS,NYY,Loss,2,9,Night,46717,BOS,0
136,CHC,ATL,Loss,1,5,Day,42145,CHC,1
135,CHW,TBR,Win,6,2,Day,17633,CHW,2
137,CIN,PIT,Loss,1,3,Day,24474,CIN,0
136,CLE,DET,Win,11,1,Day,25244,CLE,3
136,COL,ARI,Loss,1,5,Day,33838,COL,0
136,DET,CLE,Loss,1,11,Day,25244,DET,0
136,HOU,NYM,Win,8,6,Day,32065,HOU,2
135,KCR,MIN,Win,5,4,Day,32234,KC,1
137,LAA,TEX,Loss,6,7,Day,28783,LAA,0
136,LAD,SDP,Loss,4,6,Day,33949,LAD,2
136,MIA,PHI,Loss,1,3,Day,19404,MIA,0
137,MIL,WSN,Win,7,2,Day,36937,MIL,2
136,MIN,KCR,Loss,4,5,Day,32234,MIN,1
136,NYM,HOU,Loss,6,8,Day,32065,NYM,0
136,NYY,BOS,Win,9,2,Night,46717,NYY,4
136,OAK,SEA,Loss,2,10,Day,26898,OAK,1
136,PHI,MIA,Win,3,1,Day,19404,PHI,0
137,PIT,CIN,Win,3,1,Day,24474,PIT,2
137,SDP,LAD,Win,6,4,Day,33949,SD,2
137,SEA,OAK,Win,10,2,Day,26898,SEA,3
139,SFG,STL,Loss,3,7,Day,39784,SF,2
136,STL,SFG,Win,7,3,Day,39784,STL,3
138,TBR,CHW,Loss,2,6,Day,17633,TB,1
136,TEX,LAA,Win,7,6,Day,28783,TEX,4
137,TOR,BAL,Loss,4,5,Day,27231,TOR,1
136,WSN,MIL,Loss,2,7,Day,36937,WSH,1
138,ARI,LAD,Win,13,0,Night,47192,ARI,6
136,ATL,TEX,Loss,2,8,Night,23474,ATL,1
138,BAL,NYY,Loss,4,7,Day,37622,BAL,3
138,BOS,TOR,Loss,4,10,Night,34311,BOS,0
137,CHC,PIT,Loss,0,12,Day,21068,CHC,0
136,CHW,CLE,Loss,3,5,Day,16848,CHW,1
138,CIN,MIL,Win,5,4,Day,22403,CIN,1
137,CLE,CHW,Win,5,3,Day,16848,CLE,2
137,COL,SFG,Win,4,3,Day,28300,COL,1
137,DET,KCR,Loss,6,7,Day,24804,DET,1
137,HOU,SEA,Win,6,2,Day,20108,HOU,2
136,KCR,DET,Win,7,6,Day,24804,KC,3
138,LAA,OAK,Win,11,9,Day,14571,LAA,3
137,LAD,ARI,Loss,0,13,Night,47192,LAD,0
137,MIA,WSN,Loss,2,7,Night,17349,MIA,1
138,MIL,CIN,Loss,4,5,Day,22403,MIL,2
137,MIN,TBR,Loss,4,11,Night,12108,MIN,1
137,NYM,PHI,Win,11,7,Day,28808,NYM,2
137,NYY,BAL,Win,7,4,Day,37622,NYY,2
137,OAK,LAA,Loss,9,11,Day,14571,OAK,2
137,PHI,NYM,Loss,7,11,Day,28808,PHI,0
138,PIT,CHC,Win,12,0,Day,21068,PIT,3
138,SDP,STL,Loss,0,2,Day,25028,SD,0
138,SEA,HOU,Loss,2,6,Day,20108,SEA,1
140,SFG,COL,Loss,3,4,Day,28300,SF,2
137,STL,SDP,Win,2,0,Day,25028,STL,0
139,TBR,MIN,Win,11,4,Night,12108,TB,2
137,TEX,ATL,Win,8,2,Night,23474,TEX,3
138,TOR,BOS,Win,10,4,Night,34311,TOR,4
137,WSN,MIA,Win,7,2,Night,17349,WSH,2
139,ARI,LAD,Win,3,1,Night,47039,ARI,0
139,BAL,NYY,Win,7,6,Night,14377,BAL,4
139,BOS,TOR,Win,3,2,Night,33009,BOS,0
138,CHC,PIT,Loss,3,4,Night,14079,CHC,0
137,CHW,CLE,Loss,4,9,Night,12369,CHW,1
139,CIN,MIL,Win,9,3,Night,12135,CIN,1
138,CLE,CHW,Win,9,4,Night,12369,CLE,4
138,COL,SFG,Win,9,6,Night,24245,COL,1
138,DET,KCR,Win,13,2,Night,22547,DET,6
138,HOU,SEA,Win,3,1,Night,14568,HOU,1
137,KCR,DET,Loss,2,13,Night,22547,KC,1
139,LAA,OAK,Win,8,7,Night,11110,LAA,1
138,LAD,ARI,Loss,1,3,Night,47039,LAD,1
138,MIA,WSN,Loss,1,2,Night,15364,MIA,0
139,MIL,CIN,Loss,3,9,Night,12135,MIL,1
138,MIN,TBR,Loss,1,2,Night,6509,MIN,1
138,NYM,PHI,Loss,1,9,Night,22230,NYM,0
138,NYY,BAL,Loss,6,7,Night,14377,NYY,0
138,OAK,LAA,Loss,7,8,Night,11110,OAK,3
138,PHI,NYM,Win,9,1,Night,22230,PHI,1
139,PIT,CHC,Win,4,3,Night,14079,PIT,1
139,SDP,STL,Loss,4,8,Night,17806,SD,1
139,SEA,HOU,Loss,1,3,Night,14568,SEA,1
